order_id,user_id,item_sequence,timestamp
ORD00820,U0078,I0337|I0340|I0343,2024-07-23 19:47:02
ORD00821,U0222,I0029|I0017|I0027,2024-11-17 12:00:40
ORD00822,U0116,I0330|I0318|I0328,2024-09-18 19:34:09
ORD00823,U0235,I0201|I0192|I0194|I0197,2024-10-27 08:19:27
ORD00824,U0093,I0099|I0100|I0103,2024-07-28 12:04:31
ORD00825,U0168,I0318|I0331,2024-04-27 08:17:27
ORD00826,U0120,I0215|I0205|I0210|I0212,2024-11-19 21:01:32
ORD00827,U0228,I0207|I0210,2024-06-04 08:49:37
ORD00828,U0195,I0606|I0596|I0602|I0605,2024-10-08 14:10:01
ORD00829,U0108,I0122|I0112,2024-06-10 08:05:19
ORD00830,U0260,I0375|I0367|I0372,2024-01-03 12:26:37
ORD00831,U0205,I0097|I0100,2024-06-17 21:41:39
ORD00832,U0154,I0219|I0226|I0226|I0228,2024-12-06 13:17:10
ORD00833,U0166,I0034|I0038|I0043,2024-01-04 08:09:22
ORD00834,U0072,I0494|I0487|I0488|I0493,2024-09-13 11:39:15
ORD00835,U0213,I0168|I0160|I0165,2024-10-15 19:42:50
ORD00836,U0093,I0364|I0369|I0377,2024-07-12 09:25:08
ORD00837,U0192,I0261|I0250|I0264,2024-01-12 20:02:36
ORD00838,U0074,I0414|I0421|I0424,2024-07-22 08:06:42
ORD00839,U0008,I0349|I0355|I0362,2024-02-13 22:29:33
ORD00840,U0213,I0555|I0546|I0553,2024-07-01 20:16:08
ORD00841,U0066,I0319|I0328,2024-09-16 18:30:14
ORD00842,U0253,I0575|I0584|I0585,2024-11-08 21:14:52
ORD00843,U0043,I0097|I0105,2024-02-10 09:16:52
ORD00844,U0095,I0305|I0309,2024-08-17 14:36:43
ORD00845,U0137,I0127|I0132,2024-02-26 16:59:28
ORD00846,U0018,I0390|I0380|I0393,2024-02-25 17:53:55
ORD00847,U0122,I0156|I0164,2024-07-06 20:12:39
ORD00848,U0296,I0406|I0398|I0405,2024-04-12 15:07:00
ORD00849,U0144,I0515|I0527,2024-04-09 12:55:23
ORD00850,U0250,I0570|I0561|I0569,2024-04-12 06:23:50
ORD00851,U0219,I0028|I0017,2024-03-29 22:53:32
ORD00852,U0057,I0122|I0111|I0124,2024-04-29 13:35:50
ORD00853,U0043,I0517|I0519|I0522,2024-11-22 18:49:12
ORD00854,U0009,I0190|I0199,2024-08-21 19:36:56
ORD00855,U0272,I0533|I0535|I0539,2024-03-30 18:33:11
ORD00856,U0086,I0365|I0371|I0374,2024-11-29 17:53:31
ORD00857,U0078,I0556|I0545,2024-04-18 05:25:31
ORD00858,U0152,I0382|I0394,2024-06-30 12:46:53
ORD00859,U0154,I0005|I0008|I0010,2024-12-24 18:38:10
ORD00860,U0035,I0060|I0049|I0056|I0057,2024-10-23 22:15:21
ORD00861,U0201,I0169|I0160|I0170,2024-04-06 19:04:15
ORD00862,U0116,I0268|I0271|I0278,2024-10-14 16:43:02
ORD00863,U0078,I0216|I0206|I0212,2024-09-04 07:19:06
ORD00864,U0269,I0107|I0096|I0102|I0104,2024-04-26 19:34:29
ORD00865,U0233,I0142|I0146|I0148,2024-05-28 20:16:13
ORD00866,U0058,I0479|I0471|I0477,2024-03-28 14:05:06
ORD00867,U0186,I0237|I0241|I0249,2024-06-12 05:06:15
ORD00868,U0144,I0270|I0285,2024-05-07 13:53:52
ORD00869,U0129,I0349|I0356|I0358,2024-04-04 16:14:24
ORD00870,U0223,I0270|I0274|I0278,2024-08-23 20:24:01
ORD00871,U0266,I0379|I0386|I0389,2024-02-08 16:07:06
ORD00872,U0123,I0376|I0367|I0377,2024-05-14 17:28:43
ORD00873,U0236,I0574|I0583|I0594,2024-10-16 19:42:00
ORD00874,U0014,I0215|I0206|I0217,2024-04-23 21:51:03
ORD00875,U0015,I0470|I0474|I0482,2024-05-16 22:15:18
ORD00876,U0142,I0465|I0456|I0460|I0463,2024-04-12 19:10:23
ORD00877,U0108,I0571|I0562|I0565|I0567,2024-11-24 14:05:34
ORD00878,U0171,I0360|I0351|I0363,2024-02-09 21:05:02
ORD00879,U0208,I0329|I0320|I0331,2024-04-12 20:31:00
ORD00880,U0180,I0346|I0334|I0339|I0343,2024-01-07 07:37:12
ORD00881,U0159,I0517|I0523,2024-10-20 15:11:46
ORD00882,U0204,I0626|I0634,2024-02-05 18:58:52
ORD00883,U0208,I0252|I0257|I0259,2024-06-03 08:24:27
ORD00884,U0054,I0298|I0288|I0300,2024-06-20 19:15:05
ORD00885,U0281,I0142|I0148,2024-07-11 09:44:29
ORD00886,U0113,I0237|I0241|I0248,2024-02-26 01:15:32
ORD00887,U0011,I0638|I0628|I0636,2024-08-02 23:12:00
ORD00888,U0212,I0176|I0180|I0187,2024-10-17 10:50:47
ORD00889,U0187,I0262|I0251|I0259,2024-07-28 12:44:18
ORD00890,U0069,I0318|I0323|I0331,2024-12-22 19:32:41
ORD00891,U0244,I0548|I0549,2024-10-06 12:44:36
ORD00892,U0284,I0230|I0222|I0229,2024-06-19 14:27:11
ORD00893,U0034,I0159|I0161|I0166,2024-07-04 20:09:49
ORD00894,U0033,I0351|I0356|I0358,2024-12-14 18:45:19
ORD00895,U0252,I0433|I0444,2024-03-24 18:19:52
ORD00896,U0276,I0306|I0309,2024-06-07 08:34:18
ORD00897,U0162,I0001|I0008|I0006|I0010,2024-08-26 06:26:03
ORD00898,U0083,I0192|I0194|I0197,2024-01-12 17:31:38
ORD00899,U0062,I0336|I0341|I0343,2024-05-28 18:08:13
ORD00900,U0176,I0174|I0178|I0183,2024-06-16 20:31:15
ORD00901,U0047,I0173|I0178,2024-05-16 23:40:39
ORD00902,U0042,I0345|I0337|I0343,2024-01-08 20:03:55
ORD00903,U0286,I0048|I0057,2024-01-01 22:33:52
ORD00904,U0007,I0003|I0006,2024-11-06 21:36:46
ORD00905,U0192,I0075|I0068,2024-07-12 08:13:23
ORD00906,U0177,I0096|I0102|I0109,2024-08-10 08:28:41
ORD00907,U0091,I0516|I0518|I0524,2024-01-16 21:56:08
ORD00908,U0062,I0302|I0316,2024-09-22 08:33:12
ORD00909,U0086,I0106|I0099|I0104,2024-12-30 13:42:59
ORD00910,U0281,I0390|I0383|I0384|I0388,2024-04-05 12:15:25
ORD00911,U0252,I0200|I0190|I0193|I0198,2024-11-10 20:42:15
ORD00912,U0051,I0531|I0536|I0539,2024-08-11 18:33:50
ORD00913,U0202,I0556|I0546|I0557,2024-06-22 19:18:23
ORD00914,U0219,I0406|I0398|I0403,2024-07-09 07:35:59
ORD00915,U0248,I0628|I0632,2024-10-26 18:03:30
ORD00916,U0271,I0033|I0039|I0043,2024-10-17 20:34:48
ORD00917,U0089,I0321|I0326,2024-01-19 22:24:22
ORD00918,U0097,I0360|I0352,2024-10-13 14:54:33
ORD00919,U0092,I0513|I0519,2024-02-08 13:11:29
ORD00920,U0114,I0318|I0325|I0326,2024-08-09 17:00:37
ORD00921,U0024,I0379|I0385|I0387,2024-12-17 09:52:47
ORD00922,U0170,I0173|I0179|I0180|I0181,2024-03-01 08:15:48
ORD00923,U0133,I0437|I0445,2024-04-30 09:56:44
ORD00924,U0140,I0414|I0423,2024-05-26 10:57:22
ORD00925,U0098,I0498|I0505,2024-09-25 12:44:00
ORD00926,U0230,I0126|I0133,2024-09-04 07:10:07
ORD00927,U0251,I0066|I0069|I0074,2024-04-09 22:45:43
ORD00928,U0204,I0299|I0290|I0296,2024-02-12 19:25:09
ORD00929,U0104,I0092|I0080|I0093,2024-07-20 23:30:44
ORD00930,U0246,I0095|I0101|I0103,2024-02-02 19:51:59
ORD00931,U0035,I0246|I0237|I0244,2024-02-25 13:49:27
ORD00932,U0022,I0525|I0514|I0520|I0522,2024-08-08 01:09:46
ORD00933,U0175,I0252|I0264,2024-03-18 20:03:13
ORD00934,U0201,I0381|I0386|I0387,2024-03-28 08:12:52
ORD00935,U0172,I0456|I0458|I0461,2024-08-21 14:35:41
ORD00936,U0083,I0152|I0140|I0148,2024-09-22 06:33:07
ORD00937,U0274,I0028|I0019|I0032,2024-01-15 08:06:37
ORD00938,U0120,I0005|I0006,2024-11-12 12:36:24
ORD00939,U0062,I0230|I0223|I0226|I0227,2024-01-08 17:58:14
ORD00940,U0244,I0590|I0579|I0594,2024-05-30 13:47:51
ORD00941,U0122,I0510|I0501|I0512,2024-12-23 20:29:34
ORD00942,U0275,I0366|I0371|I0374,2024-03-08 22:24:21
ORD00943,U0132,I0156|I0164,2024-11-08 11:02:33
ORD00944,U0236,I0415|I0422,2024-06-05 07:40:51
ORD00945,U0181,I0216|I0207,2024-06-27 18:28:51
ORD00946,U0199,I0470|I0475,2024-06-03 08:33:34
ORD00947,U0106,I0235|I0241|I0242,2024-12-05 18:50:57
ORD00948,U0187,I0480|I0470|I0478,2024-04-29 09:09:21
ORD00949,U0241,I0107|I0097|I0105,2024-06-09 05:13:00
ORD00950,U0173,I0562|I0566|I0573,2024-03-11 21:01:35
ORD00951,U0106,I0390|I0381|I0393,2024-09-06 12:50:21
ORD00952,U0102,I0152|I0141|I0150,2024-02-20 19:31:41
ORD00953,U0162,I0629|I0639,2024-09-19 07:04:31
ORD00954,U0044,I0017|I0023|I0025,2024-05-01 21:22:38
ORD00955,U0104,I0152|I0140,2024-05-20 17:20:47
ORD00956,U0299,I0464|I0455|I0462,2024-02-09 19:10:37
ORD00957,U0078,I0169|I0157|I0167,2024-08-02 17:44:24
ORD00958,U0144,I0235|I0240|I0239|I0242,2024-02-22 20:30:18
ORD00959,U0195,I0483|I0490|I0493,2024-11-13 12:28:44
ORD00960,U0300,I0574|I0583|I0587,2024-08-08 12:21:01
ORD00961,U0044,I0365|I0371|I0373,2024-09-20 12:09:31
ORD00962,U0057,I0201|I0190,2024-10-03 19:50:17
ORD00963,U0043,I0361|I0349|I0363,2024-03-06 12:16:17
ORD00964,U0099,I0517|I0518,2024-07-09 11:10:13
ORD00965,U0027,I0236|I0243,2024-06-17 12:17:00
ORD00966,U0235,I0079|I0085,2024-12-04 22:39:07
ORD00967,U0006,I0577|I0581|I0586,2024-05-27 12:44:52
ORD00968,U0139,I0383|I0385,2024-06-07 18:08:58
ORD00969,U0178,I0262|I0252|I0264,2024-02-02 21:58:09
ORD00970,U0044,I0317|I0322|I0331,2024-11-09 19:15:37
ORD00971,U0039,I0173|I0178,2024-10-29 07:04:24
ORD00972,U0005,I0003|I0012,2024-01-28 08:40:54
ORD00973,U0236,I0345|I0337|I0338|I0342,2024-09-30 08:58:53
ORD00974,U0042,I0172|I0177|I0182,2024-11-03 18:13:44
ORD00975,U0026,I0083|I0085,2024-07-03 19:45:09
ORD00976,U0254,I0613|I0619,2024-10-11 18:55:39
ORD00977,U0032,I0453|I0458|I0461,2024-03-17 10:56:19
ORD00978,U0278,I0579|I0580|I0580|I0585,2024-03-13 20:48:51
ORD00979,U0117,I0160|I0163,2024-08-21 12:40:21
ORD00980,U0147,I0216|I0205|I0214,2024-01-03 18:43:12
ORD00981,U0129,I0298|I0286|I0291|I0296,2024-05-13 20:03:35
ORD00982,U0221,I0082|I0088,2024-10-16 18:20:13
ORD00983,U0186,I0610|I0620,2024-04-11 18:20:34
ORD00984,U0231,I0352|I0358,2024-07-13 11:31:39
ORD00985,U0161,I0545|I0549|I0551|I0552,2024-01-17 18:26:16
ORD00986,U0239,I0471|I0474,2024-12-03 20:28:22
ORD00987,U0079,I0143|I0149,2024-01-10 20:50:06
ORD00988,U0163,I0380|I0385|I0385|I0387,2024-06-17 19:42:36
ORD00989,U0089,I0151|I0141|I0154,2024-01-07 12:09:35
ORD00990,U0139,I0336|I0341|I0342,2024-04-27 19:54:52
ORD00991,U0282,I0268|I0275|I0278,2024-07-12 13:54:34
ORD00992,U0082,I0509|I0500,2024-02-11 06:20:55
ORD00993,U0245,I0611|I0617,2024-07-10 19:26:20
ORD00994,U0252,I0013|I0003,2024-09-01 11:39:14
ORD00995,U0220,I0626|I0632|I0635,2024-10-08 12:44:21
ORD00996,U0066,I0376|I0364|I0377,2024-06-22 12:15:15
ORD00997,U0108,I0319|I0328,2024-12-21 20:30:45
ORD00998,U0144,I0561|I0566,2024-03-16 20:20:55
ORD00999,U0294,I0223|I0227,2024-11-11 19:31:34
ORD01000,U0289,I0485|I0490|I0496,2024-05-29 19:39:31
ORD01001,U0165,I0092|I0083|I0090,2024-04-13 06:24:04
ORD01002,U0099,I0267|I0276,2024-07-02 09:40:29
ORD01003,U0002,I0321|I0325,2024-08-06 08:17:53
ORD01004,U0164,I0502|I0505|I0503|I0508,2024-03-14 22:38:18
ORD01005,U0062,I0287|I0297,2024-11-06 14:15:27
ORD01006,U0193,I0432|I0444,2024-04-11 09:18:00
ORD01007,U0013,I0020|I0025,2024-05-23 13:58:45
ORD01008,U0076,I0464|I0457|I0467,2024-10-21 11:59:27
ORD01009,U0141,I0472|I0474,2024-04-20 08:08:53
ORD01010,U0166,I0019|I0024|I0026,2024-05-23 08:53:12
ORD01011,U0193,I0562|I0566|I0568,2024-06-02 08:39:42
ORD01012,U0018,I0290|I0291,2024-12-09 14:46:34
ORD01013,U0068,I0498|I0503|I0506,2024-02-09 14:45:08
ORD01014,U0121,I0092|I0081|I0084|I0089,2024-05-13 19:31:00
ORD01015,U0206,I0547|I0551|I0553,2024-09-26 08:52:59
ORD01016,U0046,I0215|I0206|I0212,2024-04-02 05:43:53
ORD01017,U0286,I0018|I0023|I0025,2024-01-17 09:14:27
ORD01018,U0079,I0137|I0128|I0135,2024-09-17 12:32:14
ORD01019,U0149,I0501|I0505|I0506,2024-01-16 08:02:20
ORD01020,U0107,I0230|I0221|I0232,2024-08-13 20:32:54
ORD01021,U0085,I0399|I0400|I0405,2024-10-16 17:17:56
ORD01022,U0285,I0375|I0365|I0374,2024-04-09 12:20:10
ORD01023,U0134,I0397|I0401|I0403,2024-06-22 17:41:57
ORD01024,U0263,I0395|I0400|I0404,2024-11-08 07:59:57
ORD01025,U0106,I0201|I0189|I0195|I0198,2024-06-29 05:40:26
ORD01026,U0118,I0576|I0581|I0594,2024-01-10 11:13:55
ORD01027,U0093,I0336|I0340|I0343,2024-05-31 16:10:41
ORD01028,U0252,I0495|I0484|I0496,2024-08-27 07:00:15
ORD01029,U0016,I0625|I0632|I0634,2024-04-27 13:46:36
ORD01030,U0291,I0158|I0162|I0167,2024-03-15 22:47:57
ORD01031,U0191,I0064|I0070,2024-10-26 03:07:20
ORD01032,U0155,I0141|I0145,2024-12-23 17:43:18
ORD01033,U0016,I0483|I0488|I0493,2024-04-01 13:56:15
ORD01034,U0297,I0559|I0566,2024-08-06 13:46:24
ORD01035,U0079,I0207|I0209|I0212,2024-07-12 13:29:20
ORD01036,U0212,I0176|I0177|I0177|I0182,2024-10-02 10:30:49
ORD01037,U0104,I0267|I0272|I0276,2024-09-24 13:00:19
ORD01038,U0023,I0577|I0584|I0594,2024-07-08 19:45:26
ORD01039,U0025,I0290|I0293,2024-06-26 19:34:40
ORD01040,U0084,I0366|I0374,2024-08-01 15:20:59
ORD01041,U0178,I0414|I0419|I0423,2024-05-14 19:09:55
ORD01042,U0254,I0556|I0544|I0554,2024-04-08 20:21:52
ORD01043,U0184,I0479|I0468|I0477,2024-07-15 21:40:03
ORD01044,U0075,I0611|I0617,2024-02-24 22:50:57
ORD01045,U0106,I0398|I0400|I0405,2024-07-30 04:06:01
ORD01046,U0295,I0005|I0007,2024-10-14 09:45:31
ORD01047,U0172,I0500|I0505|I0507,2024-07-22 18:25:28
ORD01048,U0113,I0577|I0580,2024-03-28 17:29:47
ORD01049,U0080,I0192|I0197,2024-07-11 08:04:32
ORD01050,U0157,I0246|I0235|I0241|I0244,2024-02-07 22:12:29
ORD01051,U0013,I0017|I0022|I0025,2024-11-17 19:04:07
ORD01052,U0035,I0261|I0253|I0259,2024-09-13 12:44:10
ORD01053,U0154,I0334|I0340,2024-06-15 17:58:55
ORD01054,U0245,I0638|I0625|I0640,2024-05-04 12:16:05
ORD01055,U0243,I0390|I0382|I0386|I0389,2024-08-28 20:43:43
ORD01056,U0252,I0020|I0022,2024-07-03 09:05:33
ORD01057,U0043,I0234|I0243,2024-05-27 19:15:08
ORD01058,U0241,I0037|I0040,2024-11-27 13:39:33
ORD01059,U0211,I0096|I0102|I0105,2024-10-30 02:32:31
ORD01060,U0228,I0076|I0066|I0074,2024-08-07 12:59:50
ORD01061,U0275,I0048|I0056,2024-03-08 20:18:22
ORD01062,U0084,I0035|I0039,2024-02-12 18:53:27
ORD01063,U0040,I0200|I0188|I0198,2024-10-28 18:41:18
ORD01064,U0091,I0380|I0384|I0388,2024-12-02 18:54:21
ORD01065,U0253,I0219|I0227,2024-03-04 08:47:45
ORD01066,U0289,I0029|I0020|I0025,2024-10-02 14:44:55
ORD01067,U0189,I0547|I0549|I0553,2024-06-18 15:27:40
ORD01068,U0035,I0066|I0070|I0073,2024-07-15 21:58:27
ORD01069,U0071,I0110|I0117|I0118,2024-09-15 08:42:09
ORD01070,U0280,I0376|I0364|I0377,2024-08-14 12:35:23
ORD01071,U0021,I0221|I0224|I0229,2024-09-29 12:23:38
ORD01072,U0031,I0525|I0517|I0520|I0524,2024-07-25 00:56:53
ORD01073,U0071,I0320|I0331,2024-03-14 18:30:14
ORD01074,U0246,I0207|I0211|I0214,2024-08-31 15:51:28
ORD01075,U0037,I0144|I0148,2024-11-30 19:30:49
ORD01076,U0263,I0075|I0067|I0078,2024-12-30 09:16:42
ORD01077,U0209,I0060|I0050|I0056|I0057,2024-03-15 18:59:54
ORD01078,U0192,I0406|I0396|I0404,2024-08-26 21:32:38
ORD01079,U0209,I0160|I0163|I0166,2024-10-27 06:38:23
ORD01080,U0016,I0411|I0418|I0424,2024-01-16 12:25:50
ORD01081,U0144,I0470|I0477,2024-11-20 15:20:32
ORD01082,U0158,I0495|I0487|I0493,2024-08-05 21:38:39
ORD01083,U0294,I0136|I0128|I0134,2024-07-25 14:40:18
ORD01084,U0033,I0262|I0252|I0263,2024-05-01 21:20:09
ORD01085,U0123,I0576|I0581|I0586,2024-07-20 18:17:01
ORD01086,U0136,I0621|I0614|I0618,2024-11-07 19:18:35
ORD01087,U0098,I0368|I0373,2024-03-20 19:37:49
ORD01088,U0267,I0174|I0178|I0181,2024-08-20 19:53:14
ORD01089,U0173,I0175|I0179|I0186,2024-06-01 13:17:30
ORD01090,U0291,I0479|I0470|I0478,2024-01-28 10:24:25
ORD01091,U0282,I0396|I0401|I0404,2024-06-25 21:35:32
ORD01092,U0299,I0282|I0266|I0277,2024-01-20 23:40:22
ORD01093,U0251,I0613|I0616|I0619,2024-02-16 08:07:21
ORD01094,U0186,I0048|I0055|I0057,2024-08-01 15:08:13
ORD01095,U0050,I0437|I0442|I0443,2024-01-04 07:39:55
ORD01096,U0142,I0298|I0287|I0297,2024-08-22 16:17:51
ORD01097,U0283,I0350|I0354|I0363,2024-10-23 09:51:42
ORD01098,U0197,I0215|I0205|I0212,2024-08-09 18:17:42
ORD01099,U0249,I0113|I0115|I0118,2024-06-27 17:57:43
ORD01100,U0089,I0219|I0224,2024-09-17 11:37:46
ORD01101,U0198,I0453|I0458|I0462,2024-10-03 13:09:56
ORD01102,U0197,I0637|I0629|I0632|I0634,2024-12-08 18:27:49
ORD01103,U0269,I0336|I0341,2024-11-21 13:13:00
ORD01104,U0191,I0144|I0150,2024-09-22 12:50:00
ORD01105,U0207,I0206|I0210|I0213,2024-04-06 18:57:50
ORD01106,U0119,I0391|I0379|I0393,2024-09-07 18:28:02
ORD01107,U0012,I0391|I0382|I0393,2024-07-09 13:28:19
ORD01108,U0218,I0092|I0080|I0089,2024-05-22 21:16:38
ORD01109,U0246,I0160|I0162|I0165,2024-05-28 12:48:59
ORD01110,U0118,I0080|I0088,2024-08-27 18:03:33
ORD01111,U0129,I0092|I0082|I0088,2024-04-23 08:27:56
ORD01112,U0143,I0174|I0178|I0183,2024-01-26 09:05:28
ORD01113,U0027,I0579|I0585,2024-04-21 15:27:09
ORD01114,U0086,I0235|I0241|I0244,2024-01-30 06:06:04
ORD01115,U0138,I0185|I0176|I0182,2024-10-07 08:34:30
ORD01116,U0096,I0246|I0235|I0240|I0244,2024-11-11 02:32:33
ORD01117,U0030,I0395|I0401|I0403,2024-11-24 08:55:52
ORD01118,U0189,I0591|I0575|I0583|I0585,2024-10-02 07:15:45
ORD01119,U0083,I0621|I0613|I0615|I0618,2024-04-21 13:51:16
ORD01120,U0251,I0408|I0398|I0410,2024-09-08 21:22:10
ORD01121,U0296,I0408|I0398|I0400|I0405,2024-11-29 14:51:27
ORD01122,U0019,I0206|I0210|I0212,2024-08-22 21:24:36
ORD01123,U0193,I0304|I0308,2024-03-18 19:13:41
ORD01124,U0223,I0153|I0141|I0150,2024-11-04 11:15:03
ORD01125,U0073,I0020|I0032,2024-07-08 12:45:46
ORD01126,U0239,I0367|I0369|I0378,2024-01-20 09:09:54
ORD01127,U0052,I0288|I0294,2024-12-19 12:41:53
ORD01128,U0222,I0076|I0068|I0078,2024-01-16 21:55:53
ORD01129,U0246,I0065|I0070,2024-12-24 14:00:32
ORD01130,U0052,I0144|I0149,2024-01-24 02:13:13
ORD01131,U0267,I0367|I0370|I0374,2024-06-27 12:20:22
ORD01132,U0146,I0368|I0371|I0372,2024-12-09 13:31:29
ORD01133,U0222,I0517|I0518|I0522,2024-12-28 19:21:06
ORD01134,U0226,I0266|I0271|I0278,2024-05-29 10:14:35
ORD01135,U0022,I0034|I0038,2024-06-11 16:26:44
ORD01136,U0078,I0448|I0433|I0443,2024-01-26 08:02:31
ORD01137,U0136,I0494|I0486|I0488|I0493,2024-07-10 07:42:16
ORD01138,U0236,I0346|I0336|I0348,2024-08-12 15:56:05
ORD01139,U0170,I0330|I0321|I0326,2024-03-28 19:27:35
ORD01140,U0248,I0269|I0273,2024-07-12 22:25:46
ORD01141,U0027,I0597|I0600,2024-11-16 08:14:47
ORD01142,U0113,I0245|I0234|I0244,2024-07-29 14:26:24
ORD01143,U0205,I0427|I0411|I0429,2024-03-04 17:59:05
ORD01144,U0034,I0317|I0332,2024-06-06 19:09:32
ORD01145,U0213,I0485|I0489|I0488|I0492,2024-04-01 13:31:06
ORD01146,U0203,I0598|I0600|I0604,2024-04-04 17:10:21
ORD01147,U0173,I0169|I0156|I0170,2024-02-01 07:47:46
ORD01148,U0005,I0152|I0140|I0150,2024-09-08 08:03:57
ORD01149,U0002,I0484|I0489|I0492,2024-09-20 18:52:45
ORD01150,U0183,I0575|I0582|I0586,2024-02-08 04:37:00
ORD01151,U0043,I0044|I0034|I0047,2024-11-16 23:06:58
ORD01152,U0137,I0599|I0600,2024-11-19 17:08:30
ORD01153,U0034,I0480|I0469|I0481,2024-07-11 17:44:40
ORD01154,U0146,I0035|I0040,2024-03-04 18:51:00
ORD01155,U0232,I0361|I0351,2024-09-10 18:25:46
ORD01156,U0215,I0246|I0236|I0239|I0242,2024-06-28 08:09:15
ORD01157,U0019,I0079|I0085|I0088,2024-06-23 07:46:22
ORD01158,U0038,I0299|I0290|I0292|I0297,2024-07-06 13:07:25
ORD01159,U0283,I0596|I0601,2024-09-11 03:10:23
ORD01160,U0201,I0188|I0193,2024-11-22 20:16:09
ORD01161,U0200,I0185|I0175|I0179|I0182,2024-02-21 19:47:53
ORD01162,U0217,I0329|I0317,2024-12-03 19:16:25
ORD01163,U0213,I0092|I0080|I0088,2024-12-09 08:32:10
ORD01164,U0254,I0270|I0283,2024-06-11 03:00:57
ORD01165,U0185,I0346|I0335|I0338|I0342,2024-07-06 19:32:24
ORD01166,U0104,I0208|I0210|I0214,2024-05-31 20:37:47
ORD01167,U0101,I0446|I0435|I0442|I0445,2024-04-22 15:48:50
ORD01168,U0234,I0033|I0039,2024-08-16 17:50:46
ORD01169,U0033,I0495|I0486|I0490|I0493,2024-03-30 21:53:56
ORD01170,U0115,I0453|I0458,2024-09-16 21:16:23
ORD01171,U0203,I0251|I0255|I0258,2024-11-15 13:25:05
ORD01172,U0002,I0432|I0440|I0445,2024-11-12 20:26:17
ORD01173,U0009,I0515|I0518|I0528,2024-08-13 09:42:04
ORD01174,U0283,I0298|I0289|I0293|I0295,2024-07-30 18:00:27
ORD01175,U0220,I0080|I0087,2024-01-09 07:59:11
ORD01176,U0133,I0158|I0166,2024-03-03 21:13:29
ORD01177,U0084,I0366|I0370|I0374,2024-09-25 15:04:58
ORD01178,U0040,I0140|I0145|I0154,2024-10-29 19:48:57
ORD01179,U0139,I0175|I0179|I0181,2024-07-13 19:49:14
ORD01180,U0274,I0480|I0472|I0477,2024-11-01 07:50:45
ORD01181,U0048,I0350|I0356|I0358,2024-10-08 01:58:41
ORD01182,U0045,I0066|I0069|I0074,2024-11-12 18:12:55
ORD01183,U0246,I0352|I0355|I0357,2024-11-09 14:51:55
ORD01184,U0207,I0208|I0211|I0213,2024-10-27 16:44:04
ORD01185,U0035,I0222|I0226|I0233,2024-05-30 12:23:12
ORD01186,U0102,I0034|I0038|I0043,2024-05-18 01:42:05
ORD01187,U0191,I0345|I0335|I0343,2024-02-03 08:06:25
ORD01188,U0267,I0570|I0562|I0565|I0569,2024-08-02 18:21:38
ORD01189,U0062,I0638|I0626|I0632|I0636,2024-11-15 13:02:45
ORD01190,U0055,I0049|I0063,2024-11-12 12:09:47
ORD01191,U0144,I0333|I0340|I0347,2024-07-12 11:19:18
ORD01192,U0209,I0019|I0023|I0025,2024-10-03 07:08:35
ORD01193,U0269,I0621|I0612|I0623,2024-02-06 22:49:47
ORD01194,U0171,I0318|I0323|I0331,2024-03-30 05:19:01
ORD01195,U0282,I0544|I0558,2024-12-17 15:19:33
ORD01196,U0052,I0406|I0397|I0401|I0403,2024-09-12 12:47:57
ORD01197,U0027,I0129|I0130|I0133,2024-12-12 13:30:20
ORD01198,U0185,I0407|I0396|I0405,2024-12-30 15:50:22
ORD01199,U0127,I0080|I0084,2024-09-01 19:30:40
ORD01200,U0112,I0129|I0130|I0134,2024-01-03 18:56:25
ORD01201,U0140,I0589|I0577|I0584|I0585,2024-01-24 13:39:02
ORD01202,U0199,I0201|I0190|I0194|I0198,2024-08-17 12:37:36
ORD01203,U0148,I0265|I0274|I0277,2024-09-08 17:00:40
ORD01204,U0059,I0408|I0397|I0409,2024-08-11 08:41:02
ORD01205,U0298,I0121|I0111,2024-10-03 04:15:09
ORD01206,U0024,I0065|I0072,2024-04-17 22:36:26
ORD01207,U0002,I0204|I0213,2024-02-11 12:28:49
ORD01208,U0074,I0140|I0149,2024-05-06 22:24:35
ORD01209,U0266,I0280|I0270|I0276,2024-03-21 12:12:34
ORD01210,U0125,I0510|I0501|I0506,2024-04-07 00:29:50
ORD01211,U0082,I0060|I0051|I0055|I0057,2024-06-09 07:18:28
ORD01212,U0073,I0289|I0291,2024-07-02 19:33:36
ORD01213,U0034,I0607|I0596|I0604,2024-03-19 18:17:50
ORD01214,U0245,I0382|I0384,2024-06-19 21:01:39
ORD01215,U0121,I0502|I0505,2024-09-06 21:07:03
ORD01216,U0138,I0375|I0366|I0374,2024-07-19 19:47:50
ORD01217,U0207,I0017|I0022|I0026,2024-04-07 19:48:50
ORD01218,U0285,I0637|I0628|I0639,2024-02-27 22:20:41
ORD01219,U0284,I0425|I0414|I0429,2024-03-13 07:19:56
ORD01220,U0218,I0252|I0260,2024-03-18 17:42:52
ORD01221,U0290,I0577|I0583,2024-08-30 08:15:23
ORD01222,U0167,I0035|I0039|I0046,2024-07-25 12:14:44
ORD01223,U0221,I0559|I0564|I0569,2024-12-13 08:26:44
ORD01224,U0023,I0215|I0204|I0214,2024-08-01 13:08:29
ORD01225,U0114,I0204|I0209|I0213,2024-01-05 21:26:53
ORD01226,U0062,I0282|I0266|I0283,2024-05-12 21:39:09
ORD01227,U0061,I0091|I0079|I0087|I0090,2024-04-17 15:42:12
