item_id,restaurant_id,item_name,item_category,price_inr,is_veg,taste_vector,global_popularity
I0623,R039,Cheesecake,Dessert,210,Y,"0.0,0.84,0.14,0.25",0.72
I0624,R039,Panna Cotta,Dessert,188,Y,"0.0,0.79,0.07,0.1",0.78
I0625,R040,Masala Dosa,Main,89,Y,"0.22,0.13,0.35,0.47",0.77
I0626,R040,Rava Idli,Main,72,Y,"0.03,0.07,0.38,0.22",0.41
I0627,R040,Bisi Bele Bath,Main,129,Y,"0.33,0.17,0.57,0.27",0.44
I0628,R040,Medu Vada,Main,65,Y,"0.16,0.0,0.36,0.1",0.7
I0629,R040,Uttapam,Main,92,Y,"0.18,0.0,0.29,0.36",0.65
I0630,R040,Coconut Chutney,Side,37,Y,"0.0,0.06,0.3,0.15",0.41
I0631,R040,Sambar,Side,27,Y,"0.28,0.01,0.3,0.22",0.73
I0632,R040,Ghee,Side,24,Y,"0.03,0.28,0.11,0.03",0.65
I0633,R040,Tomato Chutney,Side,20,Y,"0.07,0.0,0.24,0.49",0.71
I0634,R040,Filter Coffee,Drink,49,Y,"0.02,0.34,0.07,0.0",0.45
I0635,R040,Buttermilk,Drink,41,Y,"0.0,0.0,0.27,0.49",0.56
I0636,R040,Lassi,Drink,66,Y,"0.0,0.32,0.18,0.1",0.85
I0637,R040,Onion Pakoda,Starter,93,Y,"0.34,0.0,0.32,0.14",0.91
I0638,R040,Mysore Bonda,Starter,72,Y,"0.14,0.16,0.24,0.07",0.82
I0639,R040,Mysore Pak,Dessert,51,Y,"0.09,0.97,0.12,0.05",0.65
I0640,R040,Kesari Bath,Dessert,61,Y,"0.02,0.8,0.19,0.0",0.8
